compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state,esri_score,hk_number_of_discharges,hk_excess_readmission_ratio,hk_predicted_readmission_rate,hk_expected_readmission_rate,hk_number_of_readmissions,cabg_number_of_discharges,cabg_excess_readmission_ratio,cabg_predicted_readmission_rate,cabg_expected_readmission_rate,cabg_number_of_readmissions,ami_number_of_discharges,ami_excess_readmission_ratio,ami_predicted_readmission_rate,ami_expected_readmission_rate,ami_number_of_readmissions,hf_number_of_discharges,hf_excess_readmission_ratio,hf_predicted_readmission_rate,hf_expected_readmission_rate,hf_number_of_readmissions,copd_number_of_discharges,copd_excess_readmission_ratio,copd_predicted_readmission_rate,copd_expected_readmission_rate,copd_number_of_readmissions,pn_number_of_discharges,pn_excess_readmission_ratio,pn_predicted_readmission_rate,pn_expected_readmission_rate,pn_number_of_readmissions,in_hrrp,hospital_county,hospital_lon,hospital_lat,hk_excess_readmission_ratio_median,cabg_excess_readmission_ratio_median,ami_excess_readmission_ratio_median,hf_excess_readmission_ratio_median,copd_excess_readmission_ratio_median,pn_excess_readmission_ratio_median
CHSP00007673,510001,West Virginia University Hospitals,1 Medical Center Drive,Morgantown,WV,26506,1,HSI00001251,West Virginia United Health System,Morgantown,WV,100.0,356.0,1.0246,5.4883,5.3563,20.0,253.0,0.9761,13.2722,13.5976,33.0,645.0,1.0864,18.9245,17.419,127.0,595.0,1.0273,25.5714,24.8908,154.0,417.0,0.9724,22.9257,23.5766,93.0,590.0,1.097,21.0553,19.1933,131.0,1,Monongalia,-79.959241,39.653337,0.91655,0.9761,1.0495,1.0273,0.9722,1.008
CHSP00005976,512002,Ssh - Charleston,"333 Laidley Street, 3rd Floor East",Charleston,WV,25301,0,,,,,99.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Kanawha,-81.632861,38.353261,,,,,,
CHSP00001471,512003,Cornerstone Hospital Of Huntington,"2900 First Avenue, Two East",Huntington,WV,25702,0,,,,,98.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cabell,-82.401299,38.43187,,,,,,
CHSP00005077,513025,Peterson Healthcare And Rehab,Homestead Avenue,Wheeling,WV,26003,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Ohio,-80.693945,40.080355,,,,,,
CHSP00000549,510062,Beckley Arh,306 Stanaford Road,Beckley,WV,25801,1,HSI00000041,Appalachian Regional Healthcare,Lexington,KY,100.0,,,,,,,,,,,,,,,,248.0,1.1061,26.6461,24.0892,73.0,189.0,0.9452,21.2156,22.4463,35.0,244.0,0.9841,19.7407,20.0596,47.0,1,Raleigh,-81.168985,37.799328,,,1.1337,1.15525,1.12225,1.1858499999999998
CHSP00000550,51002F,Beckley Veterans Affairs Medical Center,200 Veterans Avenue,Beckley,WV,25801,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Raleigh,-81.192679,37.765071,,,,,,
CHSP00007547,511309,War Memorial Hospital,One Healthy Way,Berkeley Springs,WV,25411,1,HSI00001217,Valley Health System,Winchester,VA,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Morgan,-78.201124,39.642448,0.9968,0.8247,0.8729,0.96695,1.05675,0.99485
CHSP00000642,510071,Bluefield Regional Medical Center,500 Cherry Street,Bluefield,WV,24701,1,HSI00000249,Community Health Systems,Franklin,TN,100.0,,,,,,,,,,,134.0,0.9729,15.3663,15.7947,19.0,159.0,1.0151,22.6438,22.3073,37.0,243.0,1.031,22.3171,21.6466,57.0,208.0,0.999,16.8618,16.8792,35.0,1,Mercer,-81.234171,37.255582,1.07475,1.0246499999999998,1.03325,1.0096,1.0095,1.0044
CHSP00006511,511321,St. Josephs Hospital Of Buckhannon,1 Amalia Drive,Buckhannon,WV,26201,1,HSI00001251,West Virginia United Health System,Morgantown,WV,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Upshur,-80.235842,38.992321,0.91655,0.9761,1.0495,1.0273,0.9722,1.008
CHSP00001106,510022,Charleston Area Medical Center  Inc.,501 Morris Street,Charleston,WV,25301,1,HSI00000147,CAMC Health System,Charleston,WV,100.0,744.0,0.7054,3.1494,4.465,17.0,401.0,1.0487,13.6853,13.0494,56.0,1189.0,0.9598,15.6741,16.3299,184.0,1352.0,1.0354,23.8661,23.0512,325.0,958.0,1.0576,22.4362,21.2146,220.0,1127.0,0.9931,17.4346,17.5553,196.0,1,Kanawha,-81.626444,38.346938,0.7054,1.0487,0.9598,1.0354,1.0576,0.9931
CHSP00005716,510031,St Francis Hospital,333 Laidley Street,Charleston,WV,25301,1,HSI00001093,Thomas Health System,Charleston,WV,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Kanawha,-81.632861,38.353261,1.0845,,0.966,1.0675,1.0003,1.0419
CHSP00001920,510091,Charleston Surgical Hospital,1306 Kanawha Boulevard East,Charleston,WV,25301,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Kanawha,-81.630404,38.342794,,,,,,
CHSP00002669,514001,Highland Hospital,300 56th Street Se,Charleston,WV,25304,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Kanawha,-81.569093,38.315257,,,,,,
CHSP00007222,510006,United Hospital Center,327 Medical Park Drive,Bridgeport,WV,26330,1,HSI00001251,West Virginia United Health System,Morgantown,WV,100.0,518.0,0.8085,3.4588,4.2782,14.0,,,,,,446.0,1.0699,17.7199,16.5629,83.0,559.0,1.0481,23.5904,22.5077,135.0,643.0,0.8273,17.5072,21.1611,96.0,659.0,0.9641,17.0824,17.7177,110.0,1,Harrison,-80.238357,39.329079,0.91655,0.9761,1.0495,1.0273,0.9722,1.008
CHSP00003596,51003F,Louis A. Johnson Veterans Affairs Medical Center,1 Medical Center Drive,Clarksburg,WV,26301,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Harrison,-80.3619,39.270411,,,,,,
CHSP00001606,510030,Davis Memorial Hospital,Gorman Avenue And Reed Street,Elkins,WV,26241,1,,,,,100.0,,,,,,,,,,,44.0,1.0901,19.9508,18.3011,14.0,172.0,1.0128,23.347,23.0526,41.0,161.0,1.0436,20.6519,19.7888,37.0,301.0,0.9953,16.3874,16.4651,49.0,1,Randolph,-79.855682,38.927598,,,1.0901,1.0128,1.0436,0.9953
CHSP00000698,511308,Braxton County Memorial Hospital,100 Hoylman Dr,Gassaway,WV,26624,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Braxton,-80.748317,38.660323,,,,,,
CHSP00001936,510047,Fairmont Regional Medical Center,1325 Locust Avenue,Fairmont,WV,26554,1,HSI00000021,Alecto Healthcare Services,Irvine,CA,100.0,,,,,,,,,,,,,,,,253.0,1.0342,24.0121,23.2175,63.0,170.0,0.96,19.153,19.9516,29.0,216.0,0.9657,16.4146,16.9983,33.0,1,Marion,-80.164101,39.480913,1.0773,,1.0249,1.0868,0.9878,1.0208
CHSP00005488,510013,Reynolds Memorial Hospital,800 Wheeling Avenue,Glen Dale,WV,26038,1,HSI00001251,West Virginia United Health System,Morgantown,WV,100.0,,,,,,,,,,,,,,,,116.0,1.0362,22.9749,22.1714,29.0,93.0,0.9722,18.7624,19.2996,15.0,204.0,1.0496,17.9486,17.101,40.0,1,Marshall,-80.754226,39.94587,0.91655,0.9761,1.0495,1.0273,0.9722,1.008
CHSP00002275,511307,Grafton City Hospital,1 Hospital Plaza,Grafton,WV,26354,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Taylor,-80.025062,39.344045,,,,,,
CHSP00004236,511303,Minnie Hamilton Health Care Center,186 Hospital Drive,Grantsville,WV,26147,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Calhoun,-81.092064,38.923537,,,,,,
CHSP00006699,511310,Summers County Arh,Terrace Street,Hinton,WV,25951,1,HSI00000041,Appalachian Regional Healthcare,Lexington,KY,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Summers,-80.865912,37.650332,,,1.1337,1.15525,1.12225,1.1858499999999998
CHSP00000856,510055,Cabell Huntington Hospital,1340 Hal Greer Boulevard,Huntington,WV,25701,1,HSI00000154,Cabell Huntington Hospital,Huntington,WV,100.0,467.0,0.9448,4.081,4.3196,18.0,,,,,,,,,,,227.0,1.0219,24.0284,23.5145,56.0,428.0,1.005,22.7912,22.6784,98.0,351.0,1.0547,18.0198,17.085,67.0,1,Cabell,-82.428265,38.409386,0.94095,0.9713,1.0213,1.009,1.0480999999999998,1.0187
CHSP00005528,514008,River Park Hospital,1230 Sixth Avenue,Huntington,WV,25701,0,HSI00001148,Universal Health Services,Norristown,PA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cabell,-82.436841,38.419141,1.2014,1.0710000000000002,1.0016,1.06765,1.0187499999999998,1.08755
CHSP00004197,514009,Mildred Mitchell-Bateman Hospital,1530 Norway Avenue,Huntington,WV,25705,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cabell,-82.413618,38.411331,,,,,,
CHSP00006569,510007,St. Marys Medical Center  Inc.,2900 First Avenue,Huntington,WV,25702,1,HSI00000154,Cabell Huntington Hospital,Huntington,WV,100.0,453.0,0.9371,4.0177,4.2875,17.0,395.0,0.9713,14.354,14.7775,56.0,714.0,1.0213,16.3564,16.015,118.0,798.0,0.9961,22.4639,22.553,179.0,769.0,1.0912,22.259,20.3982,179.0,749.0,0.9827,16.8525,17.1495,125.0,1,Cabell,-82.401299,38.43187,0.94095,0.9713,1.0213,1.009,1.0480999999999998,1.0187
CHSP00002827,51004F,Huntington Veterans Affairs Medical Center,1540 Spring Valley Drive,Huntington,WV,25704,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Wayne,-82.518021,38.376666,,,,,,
CHSP00005204,511315,Potomac Valley Hospital,100 Pin Oak Lane,Keyser,WV,26726,1,HSI00001251,West Virginia United Health System,Morgantown,WV,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Mineral,-79.003354,39.408893,0.91655,0.9761,1.0495,1.0273,0.9722,1.008
CHSP00005240,511312,Preston Memorial Hospital,150 Memorial Drive,Kingwood,WV,26537,1,HSI00000698,Mon Health,Morgantown,WV,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Preston,-79.676103,39.465456,1.1022,0.9794,0.977,0.99845,0.98065,1.06805
CHSP00003564,510048,Logan Regional Medical Center,20 Hospital Drive,Logan,WV,25601,1,HSI00000584,Lifepoint Health,Brentwood,TN,100.0,,,,,,,,,,,,,,,,270.0,1.0223,25.3663,24.8126,70.0,480.0,1.0305,21.5244,20.8881,106.0,334.0,0.9294,17.1174,18.4177,52.0,1,Logan,-81.995558,37.846804,1.1359,1.0629,1.0275,1.0094500000000002,0.9857,1.0083
CHSP00000667,511313,Boone Memorial Hospital,701 Madison Avenue,Madison,WV,25130,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Boone,-81.806552,38.048529,,,,,,
CHSP00005165,511314,Pocahontas Memorial Hospital,150 Duncan Road,Buckeye,WV,24924,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Pocahontas,-80.108609,38.200546,,,,,,
CHSP00000592,510008,City Hospital Inc.,2500 Hospital Drive,Martinsburg,WV,25401,1,HSI00001251,West Virginia United Health System,Morgantown,WV,100.0,,,,,,,,,,,186.0,1.0163,15.0977,14.8555,29.0,454.0,0.9899,22.175,22.4023,100.0,479.0,0.9235,17.7298,19.1995,78.0,381.0,0.9393,15.3088,16.2987,54.0,1,Berkeley,-77.980774,39.476283,0.91655,0.9761,1.0495,1.0273,0.9722,1.008
CHSP00003736,51005F,Martinsburg Veterans Affairs Medical Center,510 Butler Avenue,Martinsburg,WV,25405,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Berkeley,-77.911313,39.417248,,,,,,
CHSP00004298,511318,Montgomery General Hospital,401 Sixth Avenue,Montgomery,WV,25136,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Fayette,-81.323963,38.182837,,,,,,
CHSP00004273,510024,Monongalia General Hospital,1200 J D Anderson Drive,Morgantown,WV,26505,1,HSI00000698,Mon Health,Morgantown,WV,100.0,432.0,1.1022,4.4438,4.0317,21.0,140.0,0.9794,12.4895,12.7521,17.0,430.0,0.977,15.6623,16.0313,66.0,427.0,0.9874,22.2111,22.4957,94.0,283.0,0.9411,19.1951,20.3964,49.0,332.0,0.9903,16.1677,16.3259,53.0,1,Monongalia,-79.945901,39.663316,1.1022,0.9794,0.977,0.99845,0.98065,1.06805
CHSP00007698,510072,Wetzel County Hospital,3 East Benjamin Drive,New Martinsville,WV,26155,1,,,,,100.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1,Wetzel,-80.85005,39.680016,,,,,,
CHSP00005154,511317,Plateau Medical Center,430 Main Street,Oak Hill,WV,25901,1,HSI00000249,Community Health Systems,Franklin,TN,99.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Fayette,-81.149479,37.971295,1.07475,1.0246499999999998,1.03325,1.0096,1.0095,1.0044
CHSP00000888,510058,Camden-Clark Memorial Hospital,800 Garfield Avenue,Parkersburg,WV,26101,1,HSI00001251,West Virginia United Health System,Morgantown,WV,100.0,,,,,,,,,,,366.0,1.0291,17.5696,17.0722,66.0,894.0,1.0054,22.8909,22.7686,205.0,563.0,1.0296,21.2075,20.5969,122.0,821.0,1.008,17.3492,17.2107,143.0,1,Wood,-81.560529,39.270145,0.91655,0.9761,1.0495,1.0273,0.9722,1.008
CHSP00002454,513027,Healthsouth Western Hills Regional R,3 Western Hills Drive,Parkersburg,WV,26105,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Wood,-81.53382,39.30649,,,,,,
CHSP00002292,511316,Grant Memorial Hospital,117 Hospital Drive,Petersburg,WV,26847,1,HSI00001251,West Virginia United Health System,Morgantown,WV,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Grant,-79.137822,39.001189,0.91655,0.9761,1.0495,1.0273,0.9722,1.008
CHSP00000715,511300,Broaddus Hospital Association,1 Healthcare Drive,Philippi,WV,26416,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Barbour,-80.061959,39.143828,,,,,,
CHSP00005161,510012,Pleasant Valley Hospital,2520 Valley Drive,Point Pleasant,WV,25550,1,,,,,100.0,,,,,,,,,,,,,,,,147.0,1.0155,21.7723,21.4401,33.0,105.0,0.9686,19.8055,20.447,18.0,220.0,1.0343,17.5643,16.9822,41.0,1,Mason,-82.124845,38.868761,,,,1.0155,0.9686,1.0343
CHSP00005245,510046,Princeton Community Hospital,122 12th Street,Princeton,WV,24740,1,,,,,100.0,425.0,1.0418,4.2931,4.1209,19.0,,,,,,,,,,,319.0,1.0884,23.3277,21.4333,80.0,359.0,1.0922,21.5028,19.6868,85.0,470.0,1.0555,17.2853,16.3767,85.0,1,Mercer,-81.112797,37.362547,1.0418,,,1.0884,1.0922,1.0555
CHSP00002988,511319,Jefferson Memorial Hospital,300 South Preston Street,Ranson,WV,25438,1,HSI00001251,West Virginia United Health System,Morgantown,WV,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Jefferson,-77.858373,39.296093,0.91655,0.9761,1.0495,1.0273,0.9722,1.008
CHSP00002447,513026,Healthsouth Southern Hills Rehabilit,120 Twelfth Street,Princeton,WV,24740,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Mercer,-81.112179,37.362737,,,,,,
CHSP00002941,511320,Jackson General Hospital,122 Pinnell Street,Ripley,WV,25271,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Jackson,-81.729932,38.822366,,,,,,
CHSP00002490,511311,Hampshire Memorial Hospital,363 Sunrise Boulevard,Romney,WV,26757,1,HSI00001217,Valley Health System,Winchester,VA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Hampshire,-78.698249,39.332547,0.9968,0.8247,0.8729,0.96695,1.05675,0.99485
CHSP00002313,510002,Greenbrier Valley Medical Center,202 Maplewood Avenue,Ronceverte,WV,24970,1,HSI00000249,Community Health Systems,Franklin,TN,98.9,,,,,,,,,,,,,,,,187.0,0.9917,22.7582,22.9495,42.0,180.0,1.0536,20.7801,19.7237,42.0,537.0,0.9338,15.9702,17.1027,81.0,1,Greenbrier,-80.468003,37.773562,1.07475,1.0246499999999998,1.03325,1.0096,1.0095,1.0044
CHSP00006989,510029,Thomas Memorial Hospital,4605 Maccorkle Avenue Sw,South Charleston,WV,25309,1,HSI00001093,Thomas Health System,Charleston,WV,100.0,408.0,1.0845,4.5331,4.1801,20.0,,,,,,105.0,0.966,16.2126,16.7836,15.0,366.0,1.0675,25.287,23.6879,97.0,415.0,1.0003,21.4395,21.4333,89.0,408.0,1.0419,19.1319,18.3627,81.0,1,Kanawha,-81.726736,38.355549,1.0845,,0.966,1.0675,1.0003,1.0419
CHSP00005564,511306,Roane General Hospital,200 Hospital Drive,Spencer,WV,25276,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Roane,-81.368067,38.812221,,,,,,
CHSP00007597,511301,Webster County Memorial Hospital,324 Miller Mountain Drive,Webster Springs,WV,26288,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Webster,-80.413239,38.482802,,,,,,
CHSP00007602,510023,Weirton Medical Center,601 Colliers Way,Weirton,WV,26062,1,,,,,100.0,,,,,,,,,,,130.0,0.9938,18.7537,18.871,24.0,399.0,0.9508,22.3972,23.556,86.0,357.0,1.0317,22.1724,21.491,82.0,624.0,0.9684,17.8354,18.4166,109.0,1,Brooke,-80.529219,40.394257,,,0.9938,0.9508,1.0317,0.9684
CHSP00006700,510082,Summersville Regional Med Center,400 Fairview Heights Road,Summersville,WV,26651,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Nicholas,-80.831177,38.292147,,,,,,
CHSP00007608,510086,Welch Community Hospital,454 Mcdowell Street,Welch,WV,24801,1,,,,,100.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1,McDowell,-81.58923,37.438803,,,,,,
CHSP00006669,510038,Stonewall Jackson Memorial Hospital,230 Hospital Plaza,Weston,WV,26452,1,HSI00000698,Mon Health,Morgantown,WV,100.0,,,,,,,,,,,,,,,,89.0,1.0095,22.891,22.6762,21.0,164.0,1.0202,19.6678,19.2775,34.0,193.0,1.1458,18.8402,16.443,46.0,1,Lewis,-80.492237,39.047245,1.1022,0.9794,0.977,0.99845,0.98065,1.06805
CHSP00007741,514010,William R Sharpe Jr Hospital,936 Sharpe Hospital Road,Weston,WV,26452,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Lewis,-80.497269,39.04032,,,,,,
CHSP00004791,510039,Ohio Valley General Hospital,2000 Eoff Street,Wheeling,WV,26003,1,HSI00000021,Alecto Healthcare Services,Irvine,CA,100.0,,,,,,,,,,,,,,,,124.0,1.0868,23.7682,21.8696,35.0,163.0,1.0774,21.6713,20.1147,42.0,129.0,0.9674,15.7326,16.2627,18.0,1,Ohio,-80.721422,40.059882,1.0773,,1.0249,1.0868,0.9878,1.0208
CHSP00007707,510050,Wheeling Hospital,1 Medical Park,Wheeling,WV,26003,1,HSI00001259,Wheeling Hospital,Wheeling,WV,100.0,,,,,,108.0,1.2141,14.3163,11.7921,20.0,343.0,1.0912,16.3275,14.9632,61.0,464.0,1.03,22.6399,21.9808,107.0,388.0,1.0148,20.0273,19.7356,79.0,513.0,1.2216,20.7821,17.0125,121.0,1,Ohio,-80.683637,40.059192,,1.2141,1.0912,1.03,1.0148,1.2216
CHSP00007747,510077,Williamson Memorial Hospital,859 Alderson Street,Williamson,WV,25661,1,HSI00000249,Community Health Systems,Franklin,TN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Mingo,-82.27218,37.67848,1.07475,1.0246499999999998,1.03325,1.0096,1.0095,1.0044
CHSP00006171,511304,Sistersville General Hospital,314 South Wells Street,Sistersville,WV,26175,1,HSI00001259,Wheeling Hospital,Wheeling,WV,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Tyler,-81.003908,39.558539,,1.2141,1.0912,1.03,1.0148,1.2216
CHSP00002673,514011,Highland-Clarksburg Hospital,3 Hospital Plaza,Clarksburg,WV,26301,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Harrison,-80.371902,39.271741,,,,,,
CHSP00007531,340069,Wakemed Raleigh Campus,3000 New Bern Avenue,Raleigh,NC,27610,1,HSI00001236,Wakemed Health and Hospitals,Raleigh,NC,100.0,350.0,1.1176,4.5521,4.073,18.0,372.0,0.9371,11.9634,12.7659,43.0,687.0,0.9057,13.1788,14.5503,85.0,1314.0,0.8829,18.7938,21.2869,239.0,528.0,0.8857,16.7349,18.894,78.0,875.0,0.8725,13.2767,15.2162,107.0,1,Wake,-78.589323,35.785859,1.2228,0.9371,0.9057,0.90455,0.9699,0.8754500000000001
CHSP00004321,340091,The Moses H. Cone Memorial Hospital,1200 North Elm Street,Greensboro,NC,27401,1,HSI00000263,Cone Health,Greensboro,NC,100.0,1455.0,0.8912,3.4443,3.8647,48.0,148.0,0.9647,12.051,12.4923,17.0,532.0,0.8469,13.2346,15.628,61.0,1559.0,0.8978,19.1086,21.2829,291.0,673.0,1.0012,20.0442,20.021,135.0,1615.0,0.9382,15.2556,16.2599,242.0,1,Guilford,-79.788777,36.090719,0.8912,0.9647,0.94935,0.9254,1.0075500000000002,0.90635
CHSP00007499,340099,Vidant Roanoke Chowan Hospital,500 South Academy Street,Ahoskie,NC,27910,1,HSI00001230,Vidant Health,Greenville,NC,99.89,,,,,,,,,,,,,,,,339.0,1.0015,21.5055,21.4736,73.0,190.0,0.967,18.9032,19.5474,33.0,262.0,1.0144,16.0368,15.8087,43.0,1,Hertford,-76.99407,36.285128,1.2276,0.9616,0.9996,0.9957,1.0169,1.0144
CHSP00006632,340119,Carolinas Healthcare System Stanly,301 Yadkin Street,Albemarle,NC,28001,1,HSI00000173,Atrium Health,Charlotte,NC,100.0,,,,,,,,,,,,,,,,387.0,0.8869,18.5075,20.8665,64.0,209.0,0.9471,18.036,19.0426,33.0,334.0,1.0111,15.9399,15.7642,54.0,1,Stanly,-80.194256,35.362648,0.99415,0.9634,0.9789,0.9649,0.9471,0.9707
CHSP00000106,340070,Alamance Regional Medical Center,1240 Huffman Mill Road,Burlington,NC,27215,1,HSI00000263,Cone Health,Greensboro,NC,100.0,,,,,,,,,,,120.0,1.0518,15.91,15.1258,22.0,401.0,0.953,20.7324,21.7538,80.0,264.0,1.0139,19.6156,19.3458,53.0,556.0,0.8745,14.2377,16.2818,70.0,1,Alamance,-79.504799,36.061696,0.8912,0.9647,0.94935,0.9254,1.0075500000000002,0.90635
CHSP00002132,340116,Frye Regional Medical Center,420 North Center Street,Hickory,NC,28601,1,HSI00000584,Lifepoint Health,Brentwood,TN,100.0,,,,,,155.0,1.1568,13.3044,11.5008,24.0,348.0,0.96,13.8787,14.4573,46.0,411.0,1.0525,23.2611,22.1003,99.0,406.0,0.9647,19.4957,20.2095,76.0,791.0,1.0722,17.589,16.404,144.0,1,Catawba,-81.337721,35.737543,1.1359,1.0629,1.0275,1.0094500000000002,0.9857,1.0083
CHSP00004700,340171,Presbyterian Hospital Matthews,1500 Matthews Township Parkway,Matthews,NC,28105,1,HSI00000773,Novant Health,Winston Salem,NC,100.0,385.0,0.8929,3.3941,3.8012,11.0,,,,,,202.0,0.9299,13.9238,14.9734,24.0,668.0,0.9101,18.8614,20.725,120.0,316.0,0.9061,16.5796,18.2982,44.0,691.0,0.8798,12.9582,14.7284,81.0,1,Mecklenburg,-80.713669,35.119845,0.9824,0.96565,0.985,0.993,0.99335,0.9766
CHSP00004241,340002,Mission Hospital  Inc,509 Biltmore Avenue,Asheville,NC,28801,1,HSI00000691,Mission Health System,Asheville,NC,100.0,1922.0,0.707,2.6187,3.7039,44.0,517.0,0.9832,12.0678,12.2734,62.0,1557.0,0.7768,11.3008,14.5484,162.0,1913.0,0.7949,17.8099,22.4054,326.0,878.0,0.8913,18.117,20.3261,149.0,1720.0,0.8451,14.2179,16.8244,233.0,1,Buncombe,-82.548092,35.577676,0.707,0.9832,0.7768,0.8616,0.9225,0.92665
CHSP00001103,341323,Charles A. Cannon Memorial Hospital,434 Hospital Drive,Newland,NC,28646,1,HSI00000042,Appalachian Regional Healthcare System,Boone,NC,98.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Avery,-81.888232,36.061199,,,,0.9639,1.0072,0.9914
CHSP00000973,340098,Mercy Hospitals  Inc.,10628 Park Road,Charlotte,NC,28210,1,HSI00000173,Atrium Health,Charlotte,NC,100.0,988.0,1.1657,4.1679,3.5754,44.0,,,,,,456.0,0.972,13.7281,14.1239,61.0,795.0,0.9649,20.0373,20.7665,157.0,520.0,0.9153,17.422,19.0333,83.0,1072.0,0.934,14.0505,15.0441,146.0,1,Mecklenburg,-80.869604,35.091234,0.99415,0.9634,0.9789,0.9649,0.9471,0.9707
CHSP00004470,340141,New Hanover Regional Medical Center,2131 South 17th Street,Wilmington,NC,28401,1,,,,,100.0,2342.0,0.9676,3.7834,3.9103,88.0,312.0,0.7761,8.8804,11.4431,22.0,906.0,0.9553,14.1933,14.858,126.0,2134.0,0.9647,20.5397,21.2905,436.0,1014.0,0.9279,17.1975,18.5344,168.0,1803.0,0.9578,15.361,16.0373,274.0,1,New Hanover,-77.921159,34.205787,0.9676,0.7761,0.9553,0.9647,0.9279,0.9578
CHSP00003508,342013,Lifecare Hospital Of North Carolina,1051 Noell Lane,Rocky Mount,NC,27804,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Nash,-77.819747,35.974228,,,,,,
CHSP00006946,341324,The Outer Banks Hospital,4800 South Croatan Highway,Nags Head,NC,27959,1,HSI00001230,Vidant Health,Greenville,NC,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Dare,-75.616788,35.940539,1.2276,0.9616,0.9996,0.9957,1.0169,1.0144
CHSP00004546,340049,North Carolina Specialty Hospital,3916 Ben Franklin Boulevard,Durham,NC,27704,0,,,,,100.0,814.0,0.7998,2.8325,3.5415,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Durham,-78.897448,36.042672,0.7998,,,,,
CHSP00000909,340028,Cape Fear Valley Medical Center,1638 Owen Drive,Fayetteville,NC,28304,1,HSI00000162,Cape Fear Valley Health System,Fayetteville,NC,100.0,525.0,1.2434,5.3182,4.2773,32.0,151.0,0.9163,13.3106,14.5265,18.0,532.0,1.0107,16.9884,16.8089,91.0,1375.0,1.0316,23.4126,22.6949,324.0,919.0,1.0865,22.7989,20.9838,217.0,1268.0,1.091,19.5399,17.9097,254.0,1,Cumberland,-78.931274,35.03268,1.2434,0.9163,1.0107,1.008,1.0169,1.05165
CHSP00000240,342017,Asheville Specialty Hospital  Llc,"428 Biltmore Avenue, 4th Floor",Asheville,NC,28801,0,HSI00000691,Mission Health System,Asheville,NC,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Buncombe,-82.550737,35.580701,0.707,0.9832,0.7768,0.8616,0.9225,0.92665
